2026-06-15 23:13:19,915 | ERROR | [system] | Critical Database Infrastructure Fault during init: could not translate host name "db" to address: Name or service not known

2026-06-19 11:22:59,505 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:59,505 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:22:59,516 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:00,215 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:01,176 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:01,193 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:03,496 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:03,507 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:04,195 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:05,236 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:05,507 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:05,517 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:07,185 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:07,196 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:09,496 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:09,499 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:09,508 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:10,260 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:11,188 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:11,199 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:13,504 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:13,531 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:14,195 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:15,285 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:15,505 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:15,510 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:17,185 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:17,195 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:19,496 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:19,496 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:19,505 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:20,308 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:21,196 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:21,205 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:23,497 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:23,504 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:24,196 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:25,332 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:25,487 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:25,513 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:27,181 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:27,189 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:29,508 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:29,509 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:29,511 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:30,353 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:31,187 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:31,196 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:33,526 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:33,536 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:34,181 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:35,377 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:35,515 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:35,527 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:37,199 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:37,208 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:40,400 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:45,423 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:50,445 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:23:55,480 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:00,508 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:05,531 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:10,537 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:10,538 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:10,552 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:10,556 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:15,578 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:20,602 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:25,626 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:30,647 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:35,670 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:40,692 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:45,713 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:50,738 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:24:55,763 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:00,803 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:05,829 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:10,218 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:10,228 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:10,540 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:10,853 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:15,885 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:20,910 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:25,934 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:30,957 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:35,979 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:41,001 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:46,025 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:51,049 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:25:56,073 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:01,107 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:06,132 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:10,534 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:10,534 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:10,550 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:11,155 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:16,178 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:21,203 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:26,228 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:31,263 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:36,289 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:41,313 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:26:46,337 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:22,490 | ERROR | [system] | Critical Database Infrastructure Fault during init: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:22,490 | INFO | [system] | Central database architecture successfully synchronized via Flask context.
2026-06-19 11:34:22,490 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-19 11:34:22,977 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:22,989 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:22,991 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:25,248 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:25,262 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:26,672 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:26,687 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:26,724 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:27,257 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:28,718 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:28,727 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:30,408 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:30,419 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:31,721 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:32,280 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:32,405 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:34:32,417 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:24,198 | ERROR | [system] | Critical Database Infrastructure Fault during init: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:24,198 | INFO | [system] | Central database architecture successfully synchronized via Flask context.
2026-06-19 11:39:24,200 | WARNING | [system] | System initialized with missing or partial environment credentials. Check your .env configuration.
2026-06-19 11:39:27,938 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:30,549 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:30,556 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:30,567 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:30,789 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:30,806 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:31,426 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:32,718 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:32,727 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:32,963 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:33,166 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:33,180 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:33,354 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:35,063 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:35,091 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:37,374 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:37,391 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:37,985 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:38,065 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:39,380 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:39,391 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:41,064 | ERROR | [system] | Failed to fetch cluster state from PostgreSQL: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:41,077 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:43,007 | ERROR | [system] | Failed to persist Agent metrics to PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

2026-06-19 11:39:43,509 | ERROR | [system] | Failed to fetch incident logs from PostgreSQL cluster: connection to server at "localhost" (::1), port 5433 failed: FATAL:  password authentication failed for user "postgres_admin"

