2026-05-27 15:08:53,762 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-27 15:49:27,037 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.7%
2026-05-27 15:49:27,038 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.5%
2026-05-27 15:49:29,282 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.8%
2026-05-27 15:49:29,283 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.7%
2026-05-27 15:49:31,492 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.8%
2026-05-27 15:49:33,702 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.0%
2026-05-27 15:49:33,703 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-27 15:49:33,704 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.3%
2026-05-27 15:49:35,917 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.7%
2026-05-27 15:49:35,918 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.8%
2026-05-27 15:49:35,918 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.8%
2026-05-27 15:49:38,208 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.7%
2026-05-27 15:49:38,209 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.2%
2026-05-27 15:49:38,211 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.5%
2026-05-27 15:49:40,384 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.2%
2026-05-27 15:49:40,385 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.1%
2026-05-27 15:49:42,499 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.4%
2026-05-27 15:49:42,500 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.3%
2026-05-27 15:49:42,502 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.1%
2026-05-27 15:49:44,598 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.0%
2026-05-27 15:49:44,599 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.8%
2026-05-27 15:49:46,807 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.1%
2026-05-27 15:49:46,809 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.5%
2026-05-27 15:49:48,869 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.9%
2026-05-27 15:49:48,870 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.2%
2026-05-27 15:49:48,872 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.2%
2026-05-27 15:49:51,374 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.1%
2026-05-27 15:49:51,375 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.5%
2026-05-27 15:49:51,376 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.7%
2026-05-27 17:04:23,310 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.2%
2026-05-27 17:04:23,312 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.4%
2026-05-27 17:04:23,312 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.6%
2026-05-27 17:04:45,334 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.0%
2026-05-27 17:04:45,336 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.0%
2026-05-27 17:04:45,336 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.9%
2026-05-27 17:04:47,339 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.8%
2026-05-27 17:04:47,406 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.4%
2026-05-27 17:04:49,537 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.9%
2026-05-27 17:04:49,602 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.3%
2026-05-27 17:04:51,565 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.0%
2026-05-27 17:04:51,627 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.6%
2026-05-27 17:04:53,558 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.5%
2026-05-27 17:04:53,604 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.1%
2026-05-27 17:04:53,679 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.8%
2026-05-27 17:04:55,539 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.7%
2026-05-27 17:04:55,616 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.0%
2026-05-27 17:04:55,768 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.8%
2026-05-27 17:05:09,600 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.2%
2026-05-27 17:05:09,601 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.3%
2026-05-27 17:05:09,603 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-27 17:05:12,290 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.1%
2026-05-27 17:05:12,290 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-27 17:05:12,292 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.3%
2026-05-27 17:05:14,354 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.6%
2026-05-27 17:05:14,405 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 17:05:14,506 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.5%
2026-05-27 17:05:16,633 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.5%
2026-05-27 17:05:16,699 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.1%
2026-05-27 17:05:16,773 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.9%
2026-05-27 17:05:19,170 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.8%
2026-05-27 17:05:19,189 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.0%
2026-05-27 17:05:19,190 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.3%
2026-05-27 17:05:20,136 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.5%
2026-05-27 17:05:20,181 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.6%
2026-05-27 17:05:33,690 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.9%
2026-05-27 17:05:33,690 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.0%
2026-05-27 17:05:33,691 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.0%
2026-05-27 17:05:36,345 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.9%
2026-05-27 17:05:36,346 | WARNING | alerts | server-2 - HIGH CPU USAGE: 99.4%
2026-05-27 17:05:36,348 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.3%
2026-05-27 17:05:36,348 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.0%
2026-05-27 17:05:38,638 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-27 17:05:38,639 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.4%
2026-05-27 17:05:38,640 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.7%
2026-05-27 17:05:40,998 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.9%
2026-05-27 17:05:40,999 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.0%
2026-05-27 17:05:41,000 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.4%
2026-05-27 17:05:44,690 | WARNING | alerts | server-1 - HIGH CPU USAGE: 100.0%
2026-05-27 17:05:44,691 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.8%
2026-05-27 17:05:44,692 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.0%
2026-05-27 17:05:44,694 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-27 17:05:45,370 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 17:05:45,519 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.8%
2026-05-27 17:05:45,630 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.0%
2026-05-27 17:05:57,315 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.9%
2026-05-27 17:05:57,315 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.9%
2026-05-27 17:05:57,317 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.8%
2026-05-27 17:06:00,093 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.3%
2026-05-27 17:06:00,094 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.6%
2026-05-27 17:06:00,096 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-27 17:06:02,385 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.4%
2026-05-27 17:06:02,386 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.0%
2026-05-27 17:06:02,387 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.4%
2026-05-27 17:06:04,599 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.1%
2026-05-27 17:06:04,600 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.5%
2026-05-27 17:06:04,601 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.4%
2026-05-27 17:06:10,467 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.9%
2026-05-27 17:06:10,468 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.0%
2026-05-27 17:06:10,468 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.5%
2026-05-27 17:06:11,049 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.5%
2026-05-27 17:06:11,200 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-27 17:06:11,306 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.0%
2026-05-27 17:06:20,989 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.4%
2026-05-27 17:06:20,990 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.2%
2026-05-27 17:06:20,991 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.4%
2026-05-27 17:06:23,661 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.3%
2026-05-27 17:06:23,662 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.8%
2026-05-27 17:06:25,949 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-27 17:06:25,949 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.6%
2026-05-27 17:06:28,190 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.6%
2026-05-27 17:06:28,191 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.0%
2026-05-27 17:06:28,192 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.5%
2026-05-27 17:06:36,300 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.4%
2026-05-27 17:06:36,300 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.7%
2026-05-27 17:06:36,301 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.5%
2026-05-27 17:06:36,826 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.6%
2026-05-27 17:06:36,962 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.0%
2026-05-27 17:06:44,528 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.1%
2026-05-27 17:06:44,530 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.7%
2026-05-27 17:06:44,533 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.1%
2026-05-27 17:06:47,318 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.5%
2026-05-27 17:06:47,319 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.0%
2026-05-27 17:06:47,320 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.3%
2026-05-27 17:06:49,668 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.9%
2026-05-27 17:06:49,669 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.2%
2026-05-27 17:06:49,670 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.6%
2026-05-27 17:06:51,990 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.0%
2026-05-27 17:06:51,991 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.6%
2026-05-27 17:06:51,992 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.6%
2026-05-27 17:07:02,057 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.2%
2026-05-27 17:07:02,059 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.1%
2026-05-27 17:07:02,062 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.4%
2026-05-27 17:07:02,364 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.9%
2026-05-27 17:07:02,484 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.2%
2026-05-27 17:07:02,612 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.1%
2026-05-27 17:07:08,304 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-27 17:07:08,305 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.4%
2026-05-27 17:07:08,305 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-27 17:07:10,917 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-27 17:07:10,917 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.5%
2026-05-27 17:07:10,919 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.2%
2026-05-27 17:07:13,478 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.1%
2026-05-27 17:07:13,479 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.4%
2026-05-27 17:07:15,756 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.9%
2026-05-27 17:07:15,757 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.3%
2026-05-27 17:07:28,048 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.3%
2026-05-27 17:07:28,049 | WARNING | alerts | server-2 - HIGH CPU USAGE: 88.0%
2026-05-27 17:07:28,052 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.2%
2026-05-27 17:07:28,599 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.0%
2026-05-27 17:07:28,676 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.7%
2026-05-27 17:07:28,772 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.4%
2026-05-27 17:07:32,559 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.3%
2026-05-27 17:07:32,565 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.2%
2026-05-27 17:07:32,566 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-27 17:07:34,656 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.2%
2026-05-27 17:07:34,782 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-27 17:07:34,789 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.8%
2026-05-27 17:07:37,352 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.5%
2026-05-27 17:07:37,353 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.3%
2026-05-27 17:07:37,355 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.8%
2026-05-27 17:07:39,571 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.1%
2026-05-27 17:07:39,572 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-27 17:07:53,551 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.8%
2026-05-27 17:07:53,552 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.3%
2026-05-27 17:07:55,126 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.2%
2026-05-27 17:07:55,222 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.6%
2026-05-27 17:07:57,112 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.2%
2026-05-27 17:07:57,203 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.1%
2026-05-27 17:07:57,289 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.2%
2026-05-27 17:07:58,796 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.7%
2026-05-27 17:07:58,894 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.9%
2026-05-27 17:07:59,011 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.6%
2026-05-27 17:08:02,346 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.0%
2026-05-27 17:08:02,424 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.4%
2026-05-27 17:08:03,708 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.1%
2026-05-27 17:08:03,821 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.7%
2026-05-27 17:08:18,818 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.2%
2026-05-27 17:08:18,818 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.6%
2026-05-27 17:08:18,820 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.8%
2026-05-27 17:08:21,803 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.2%
2026-05-27 17:08:21,804 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.6%
2026-05-27 17:08:21,808 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.0%
2026-05-27 17:08:24,251 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.6%
2026-05-27 17:08:24,252 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.6%
2026-05-27 17:08:24,252 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.6%
2026-05-27 17:08:26,381 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-27 17:08:26,449 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.0%
2026-05-27 17:08:26,514 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.0%
2026-05-27 17:08:28,875 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.7%
2026-05-27 17:08:28,875 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.4%
2026-05-27 17:08:29,380 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.7%
2026-05-27 17:08:29,482 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.1%
2026-05-27 17:08:29,607 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.9%
2026-05-27 17:08:42,455 | WARNING | alerts | server-1 - HIGH CPU USAGE: 100.0%
2026-05-27 17:08:42,456 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.3%
2026-05-27 17:08:42,457 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-27 17:08:42,458 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-27 17:08:45,639 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.4%
2026-05-27 17:08:45,639 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.6%
2026-05-27 17:08:45,642 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.4%
2026-05-27 17:08:48,201 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.0%
2026-05-27 17:08:48,201 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.7%
2026-05-27 17:08:48,203 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.4%
2026-05-27 17:08:50,535 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-27 17:08:50,536 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-27 17:08:50,537 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.5%
2026-05-27 17:08:54,329 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.2%
2026-05-27 17:08:54,330 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.1%
2026-05-27 17:08:54,331 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.4%
2026-05-27 17:08:55,205 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.7%
2026-05-27 17:08:55,316 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.5%
2026-05-27 17:08:55,429 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.4%
2026-05-27 17:09:06,221 | WARNING | alerts | server-1 - HIGH RAM USAGE: 85.8%
2026-05-27 17:09:06,222 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.4%
2026-05-27 17:09:06,223 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.2%
2026-05-27 17:09:09,248 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.4%
2026-05-27 17:09:09,248 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.1%
2026-05-27 17:09:09,249 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.8%
2026-05-27 17:09:12,179 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.4%
2026-05-27 17:09:12,181 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.7%
2026-05-27 17:09:12,182 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.7%
2026-05-27 17:09:14,582 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.8%
2026-05-27 17:09:14,664 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.1%
2026-05-27 17:09:14,751 | WARNING | alerts | server-3 - HIGH RAM USAGE: 90.3%
2026-05-27 17:09:20,287 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.6%
2026-05-27 17:09:20,288 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-27 17:09:20,289 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.9%
2026-05-27 17:09:21,454 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.5%
2026-05-27 17:09:21,549 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.0%
2026-05-27 17:09:21,630 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.1%
2026-05-27 17:09:30,171 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-27 17:09:30,172 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.8%
2026-05-27 17:09:30,172 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.2%
2026-05-27 17:09:32,789 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.0%
2026-05-27 17:09:32,791 | WARNING | alerts | server-2 - HIGH RAM USAGE: 88.1%
2026-05-27 17:09:32,791 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.5%
2026-05-27 17:09:36,870 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.1%
2026-05-27 17:09:36,870 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.3%
2026-05-27 17:09:36,872 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.4%
2026-05-27 17:09:38,916 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.7%
2026-05-27 17:09:39,009 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.1%
2026-05-27 17:09:39,093 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.3%
2026-05-27 17:09:45,566 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.5%
2026-05-27 17:09:45,567 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.8%
2026-05-27 17:09:45,568 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.3%
2026-05-27 17:09:46,408 | WARNING | alerts | server-1 - HIGH RAM USAGE: 91.1%
2026-05-27 17:09:46,515 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.0%
2026-05-27 17:09:46,609 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.3%
2026-05-27 17:09:53,645 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.0%
2026-05-27 17:09:53,648 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.4%
2026-05-27 17:09:53,649 | WARNING | alerts | server-3 - HIGH RAM USAGE: 87.6%
2026-05-27 17:09:56,239 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.3%
2026-05-27 17:09:56,239 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.3%
2026-05-27 17:09:56,240 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.1%
2026-05-27 17:10:02,008 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.0%
2026-05-27 17:10:02,009 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.3%
2026-05-27 17:10:02,010 | WARNING | alerts | server-3 - HIGH RAM USAGE: 85.5%
2026-05-27 17:10:04,070 | WARNING | alerts | server-1 - HIGH RAM USAGE: 90.1%
2026-05-27 17:10:04,185 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.0%
2026-05-27 17:10:04,285 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.8%
2026-05-27 17:10:11,310 | WARNING | alerts | server-1 - HIGH RAM USAGE: 89.8%
2026-05-27 17:10:11,310 | WARNING | alerts | server-2 - HIGH RAM USAGE: 89.4%
2026-05-27 17:10:11,312 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.1%
2026-05-27 17:10:13,017 | WARNING | alerts | server-1 - HIGH RAM USAGE: 87.5%
2026-05-27 17:10:13,099 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.1%
2026-05-27 17:10:13,197 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.7%
2026-05-27 17:10:17,579 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.4%
2026-05-27 17:10:17,580 | WARNING | alerts | server-2 - HIGH RAM USAGE: 86.1%
2026-05-27 17:10:17,581 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.4%
2026-05-27 17:10:20,207 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.7%
2026-05-27 17:10:20,226 | WARNING | alerts | server-2 - HIGH RAM USAGE: 85.5%
2026-05-27 17:10:20,227 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.5%
2026-05-27 17:10:26,467 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.2%
2026-05-27 17:10:26,469 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.7%
2026-05-27 17:10:26,469 | WARNING | alerts | server-3 - HIGH RAM USAGE: 92.0%
2026-05-27 17:10:28,556 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.8%
2026-05-27 17:10:28,638 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.5%
2026-05-27 17:10:28,752 | WARNING | alerts | server-3 - HIGH RAM USAGE: 88.2%
2026-05-27 17:10:36,869 | WARNING | alerts | server-1 - HIGH RAM USAGE: 88.2%
2026-05-27 17:10:36,870 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.4%
2026-05-27 17:10:36,871 | WARNING | alerts | server-3 - HIGH RAM USAGE: 89.9%
2026-05-27 17:10:37,742 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.9%
2026-05-27 17:10:37,822 | WARNING | alerts | server-2 - HIGH RAM USAGE: 87.6%
2026-05-27 17:10:37,895 | WARNING | alerts | server-3 - HIGH RAM USAGE: 86.1%
2026-05-27 17:10:41,864 | WARNING | alerts | server-1 - HIGH RAM USAGE: 86.5%
2026-05-27 17:10:41,864 | WARNING | alerts | server-2 - HIGH RAM USAGE: 90.1%
2026-05-27 17:10:41,865 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.0%
2026-05-27 17:10:44,217 | WARNING | alerts | server-1 - HIGH RAM USAGE: 92.5%
2026-05-27 17:10:44,219 | WARNING | alerts | server-2 - HIGH RAM USAGE: 91.0%
2026-05-27 17:10:44,220 | WARNING | alerts | server-3 - HIGH RAM USAGE: 91.0%
